,text,dataset,aspect_str,aspects
22,"you O can O use O the O scene O modes O , O or O fine O tune O the O options O , O i. O you O can O change O the O iso O level O , O shutter O speed O , O etc O . O",Nikon coolpix 4300.txt,,[]
23,"this O camera B-aspect is O ideal O for O people O who O want O more O power O , O but O do O n't O want O to O spend O 1000s O dollars O on O a O camera B-aspect . O",Nikon coolpix 4300.txt,camera[+2],['camera']
24,i O bought O coolpix O 4300 O two O months O after O i O had O bought O canon O powershot O s400 O . O,Nikon coolpix 4300.txt,,[]
25,reason O for O two O ? O,Nikon coolpix 4300.txt,,[]
26,it O was O not O easy O sharing O one O with O my O teen O age O kid O . O,Nikon coolpix 4300.txt,,[]
27,the O two O cameras O are O very O similar O in O functionality O and O pricing O . O,Nikon coolpix 4300.txt,,[]
28,i O 've O had O no O problem O with O canon O whatsoever O . O,Nikon coolpix 4300.txt,,[]
29,"with O nikon O , O although O picture O qualities O are O as O good O as O any O other O 4 O mp O cameras O , O i O 've O had O the O following O headaches O ; O",Nikon coolpix 4300.txt,picture quality[+1],['picture quality']
30,1 O . O pictures O wo O n't O transfer B-aspect to O pc O directly O from O the O camera O using O the O included O transfer B-aspect cable O . O,Nikon coolpix 4300.txt,transfer[-2],['transfer']
31,"i O did O everything O i O could O , O and O it O took O many O days O of O frustration O before O concluding O that O the O only O way O to O transfer O to O pc O is O with O the O card O reader O . O",Nikon coolpix 4300.txt,,[]
32,card O reader O is O included O . O,Nikon coolpix 4300.txt,,[]
33,"2 O . O the O speed O is O noticeably O slower O than O canon O , O especially O so O with O flashes O on O . O",Nikon coolpix 4300.txt,,[]
34,"3 O . O with O low O battery O , O it O twice O wiped O out O the O entire O pictures O in O the O memory O chip O . O",Nikon coolpix 4300.txt,,[]
35,i O used O lexar O 256 O mb O and O i O still O use O it O which O means O nothing O is O wrong O with O lexar O . O,Nikon coolpix 4300.txt,,[]
36,be O very O careful O when O the O battery O is O low O and O make O sure O to O carry O extra O batteries O . O,Nikon coolpix 4300.txt,,[]
37,"the O other O reviewers O have O clearly O pointed O all O the O good O things O about O this O camera O , O which O i O do O agree O . O",Nikon coolpix 4300.txt,,[]
38,"but O there O are O certain O issues O might O be O they O are O to O me O here O - O all O of O them O are O minor O ; O not O major O ones O though O , O",Nikon coolpix 4300.txt,,[]
39,. O this O camera O keeps O on O autofocussing O in O auto B-aspect mode I-aspect with O a O buzzing O sound O which O can O 't O be O stopped O . O,Nikon coolpix 4300.txt,auto mode[-2],['auto mode']
40,would O be O really O good O if O they O have O given O an O option O to O stop O this O autofocussing O . O,Nikon coolpix 4300.txt,,[]
41,". O if O you O want O to O have O the O date O ; O time O on O the O image O , O its O only O through O their O software O `` O nikon O view O `` O which O reads O the O images O date O ; O time O from O the O images O meta-data O . O",Nikon coolpix 4300.txt,,[]
42,so O if O you O use O your O card O reader O ; O copy O images O - O you O got O to O onceagain O open O them O through O their O software O to O put O the O date O ; O time O . O,Nikon coolpix 4300.txt,,[]
43,"in O that O too O , O there O is O n't O a O direct O way O to O add O date O ; O time O - O you O got O to O say O ' O print O images O ' O to O a O different O directory O in O which O there O is O an O option O to O specify O the O date O ; O time O . O",Nikon coolpix 4300.txt,,[]
44,. O even O the O slightest O of O the O shakes O totally O distorts O your O image B-aspect,Nikon coolpix 4300.txt,image[-2],['image']
45,. O images O taken O indoor O were O n't O so O clear O . O,Nikon coolpix 4300.txt,indoor image[-2],['indoor image']
46,you O got O to O have O flash O ' O on O ' O to O get O it O eventhough O your O room O is O well O lit O,Nikon coolpix 4300.txt,,[]
47,. O lens B-aspect cap I-aspect is O a O really O annoying O,Nikon coolpix 4300.txt,lens cap[-3],['lens cap']
48,. O go O ; O get O a O high O speed O like O lexar O 12x O or O higher O cf O card O . O,Nikon coolpix 4300.txt,,[]
49,"else O with O simpler O viking O cf O cards O , O it O takes O couple O of O seconds O to O write O a O picture O with O approximately O `` O fine O ** O '' O picture O quality O `` O image O size O : O 1600 O . O",Nikon coolpix 4300.txt,,[]
50,. O the O movie B-aspect clips O taken O will O always O have O some O ' O noise O ' O in O it O - O you O can O 't O avoid O that O . O,Nikon coolpix 4300.txt,movie[-2],['movie']
51,but O overall O this O is O a O good O camera B-aspect with O a O ' O really O good O ' O picture B-aspect clarity O ; O an O exceptional O close-up B-aspect shooting I-aspect capability O . O,Nikon coolpix 4300.txt,"camera[+2], picture[+2], close-up shooting[+3]","['camera', 'picture', 'close-up shooting']"
52,i O would O rate O this O is O 4.5 O stars O picture O quality O ; O image O size O defined O above O are O specific O to O nikon O coolpix O . O,Nikon coolpix 4300.txt,,[]
53,"within O a O year O , O there O are O problems O with O my O menu B-aspect dial I-aspect knob I-aspect . O",Nikon coolpix 4300.txt,menu dial knob[-2],['menu dial knob']
54,it O became O stucked O which O makes O it O almost O impossible O to O switch O between O modes O . O,Nikon coolpix 4300.txt,,[]
55,"i O send O my O camera O to O nikon O for O servicing B-aspect , O took O them O a O whole O 6 O weeks O to O diagnose O the O problem O . O",Nikon coolpix 4300.txt,servicing[-2],['servicing']
56,"worse O of O all O , O they O claim O that O it O 's O some O kind O of O internal O damage O and O refuse O to O cover O the O cost O via O warranty O ! O",Nikon coolpix 4300.txt,,[]
57,they O would O n't O repair O my O camera O unless O if O i O pay O $ O 100 O for O parts O ? O and O labor O ! O,Nikon coolpix 4300.txt,,[]
58,"it O is O a O good O camera B-aspect in O terms O of O the O function O and O quality O , O but O take O your O chance O with O it O because O nikon O absolutely O sucks O when O it O comes O to O customer B-aspect service I-aspect . O",Nikon coolpix 4300.txt,"camera[+2],customer service[-2]","['camera', 'customer service']"
59,got O a O `` O system B-aspect error I-aspect `` O problem O 30 O days O after O purchase O . O,Nikon coolpix 4300.txt,system error[-2],['system error']
60,made O the O camera B-aspect totally O inoperable O . O,Nikon coolpix 4300.txt,camera[-2],['camera']
61,"also O , O the O lens B-aspect cap I-aspect design O is O flawed O . O",Nikon coolpix 4300.txt,lens cap[-2],['lens cap']
62,you O have O to O manually O take O the O cap O off O in O order O to O use O it O . O,Nikon coolpix 4300.txt,,[]
63,audio B-aspect on O video O also O lacking O . O,Nikon coolpix 4300.txt,audio[-2],['audio']
64,"otherwise O , O it O takes O very O good O pictures O ; O shutter O delay B-aspect is O n't O so O bad O either O . O",Nikon coolpix 4300.txt,"picture[+3],delay[+1]","['picture', 'delay']"
65,"still O , O had O to O send O it O back O to O nikon O for O repair O . O",Nikon coolpix 4300.txt,,[]
66,i O am O an O amateur O photographer O and O here O is O a O piece O of O advise O to O all O the O folks O who O are O thinking O about O making O a O move O the O digital O world O . O,Nikon coolpix 4300.txt,,[]
67,"nikon O 4300 O , O i O feel O , O is O the O best O camera B-aspect out O there O for O the O features O and O price O . O",Nikon coolpix 4300.txt,camera[+3],['camera']
68,here O were O my O requirements O in O a O digital O camera O : O,Nikon coolpix 4300.txt,,[]
69,1 O . O i O had O initially O thought O of O buying O a O 2 O or O 3 O megapixel O camera O but O these O are O good O for O 4x6 O `` O or O 5x7 O `` O prints O and O i O wanted O some O really O great O 8x10 O `` O photos O once O in O a O while O . O,Nikon coolpix 4300.txt,,[]
70,2 O . O i O did O not O want O a O very O small O camera O as O it O seems O to O get O lost O in O my O hands O and O i O was O n't O comfortable O with O that O . O,Nikon coolpix 4300.txt,,[]
71,i O wanted O a O decent O sized O camera O with O a O contour O for O my O fingers O to O hold O it O steadily O . O,Nikon coolpix 4300.txt,,[]
72,"3 O . O i O wanted O a O camera O that O had O a O lot O of O built-in O settings O for O different O types O of O suroundings O while O giving O me O an O option O to O use O my O photography O skills O although O , O i O am O an O amateur O with O an O interest O in O photography O by O turning O on O the O manual O settings O . O",Nikon coolpix 4300.txt,,[]
73,"4 O . O and O , O of O course O , O i O wanted O a O respected O brand O and O had O to O stay O within O my O budget O because O i O had O bought O an O expensive O camcorder O before O but O had O n't O used O it O much O . O",Nikon coolpix 4300.txt,,[]
74,"depending O on O all O the O above O requirements O , O i O had O narrowed O down O my O search O to O nikon O 4300 O and O canon O powershot O s400 O models O . O",Nikon coolpix 4300.txt,,[]
75,"nikon O got O the O final O nod O for O its O settings O auto O and O manual O along O with O movie O modes O , O medium O ; O compact O size O , O price O , O brand O name O , O good O software O that O is O included O and O previous O reviews O . O",Nikon coolpix 4300.txt,,[]
76,i O should O say O i O have O been O very O happy O with O my O decision O ever O since O . O,Nikon coolpix 4300.txt,,[]
77,the O pictures O are O absolutely O amazing O - O the O camera O captures O the O minutest O of O details O . O,Nikon coolpix 4300.txt,picture[+3],['picture']
78,a O few O things O that O might O make O it O even O better O : O,Nikon coolpix 4300.txt,,[]
79,1 O . O pictures O taken O in O an O indoor O setting O are O a O little O dull O and O rarely O hazy O if O you O tend O to O take O photographs O from O a O distance O . O,Nikon coolpix 4300.txt,indoor picture[-1],['indoor picture']
80,2 O . O it O takes O a O while O for O the O camera O to O actually O capture O the O photograph O from O the O time O you O click O the O button O and O i O have O seen O people O becoming O a O little O impatient O waiting O for O the O flash O to O glow O . O,Nikon coolpix 4300.txt,delay[-2][u],['delay']
81,3 O . O the O pictures O come O out O hazy O if O your O hands O shake O even O for O a O moment O during O the O entire O process O of O taking O a O picture B-aspect . O,Nikon coolpix 4300.txt,picture[-2],['picture']
82,"all O the O above O , O i O think O , O are O problems O with O all O the O digital O cameras O out O there O and O so O i O have O no O major O complaints O . O",Nikon coolpix 4300.txt,,[]
83,try O to O buy O a O tripod O and O that O should O solve O some O of O those O problems O . O,Nikon coolpix 4300.txt,,[]
84,"whichever O camera O you O buy O , O add O upto O about O 200 O dollars O for O an O additional O memory O card O i O bought O a O 256 O mb O card O , O usb O card O reader O , O camera O bag O and O the O warranty O . O",Nikon coolpix 4300.txt,,[]
85,"and O finally O , O get O your O pictures O developed O at O a O kodak O picture O maker O machine O even O though O it O costs O you O a O little O extra O - O no O one O can O beat O kodak O processing O in O terms O of O clarity O and O brightness O . O",Nikon coolpix 4300.txt,,[]
86,hope O this O review O has O helped O you O in O making O up O your O mind O . O,Nikon coolpix 4300.txt,,[]
87,i O have O taken O about O 150 O photographs O so O far O and O have O absolutely O loved O the O experience O . O,Nikon coolpix 4300.txt,,[]
88,i O am O looking O forward O to O my O vegas O trip O for O some O great O photographs O now O . O,Nikon coolpix 4300.txt,,[]
89,"with O our O compact O 35mm O broken O , O and O a O vacation O in O europe O at O hand O , O i O finally O decided O to O enter O the O digital O age O . O",Nikon coolpix 4300.txt,,[]
90,"i O first O intended O to O buy O the O 3100 O , O but O am O really O happy O to O invest O the O extra O money O for O the O 4300 O . O",Nikon coolpix 4300.txt,,[]
91,"the O lense O is O a O lot O better O , O and O the O 4mb O produce O fantastic O pictures O . O",Nikon coolpix 4300.txt,,[]
92,"the O possibilities O with O auto O , O manual O , O and O the O very O helpful O `` O scene O `` O mode O , O which O offers O 11 O optimized O situational O settings O like O portrait O , O landscape O , O beach O / O snow O , O sunset O etc O . O , O are O endless O . O",Nikon coolpix 4300.txt,"auto mode[+2], manual mode[+2], scene mode[+2]","['auto mode', 'manual mode', 'scene mode']"
93,the O movie B-aspect mode I-aspect is O also O working O great O . O,Nikon coolpix 4300.txt,movie mode[+2],['movie mode']
94,"the O 4300 O comes O with O excellent O easy O to O install O software B-aspect i O use O it O on O xp O and O win98 O without O problem O , O battery O charger O , O usb O and O video O cable O . O",Nikon coolpix 4300.txt,software[+3],['software']
95,a O 64mb O flash O card O camera O comes O with O a O 16mb O holds O 52 O pictures O on O `` O normal O `` O resolution O . O,Nikon coolpix 4300.txt,,[]
96,"i O experimented O with O online O print B-aspect ordering O with O the O two O major O us O brick O and O mortar O retailers O , O and O they O both O delivered O great O results O . O",Nikon coolpix 4300.txt,print[+2],['print']
97,"even O at O the O `` O normal O `` O setting O , O a O 8x10 O print B-aspect ! O shows O not O a O single O sign O of O visible O rendering O or O pixels O - O you O could O never O tell O that O the O picture O has O been O taken O by O a O `` O digital O `` O . O",Nikon coolpix 4300.txt,print[+3],['print']
98,"the O battery B-aspect life I-aspect is O ok O , O but O can O be O somewhat O short O when O working O a O lot O with O the O monitor O on O . O",Nikon coolpix 4300.txt,battery life[+1],['battery life']
99,"i O therefore O bought O a O second O battery O as O a O backup O , O and O due O to O the O lightingfast O charging O with O the O included O charger O , O which O by O the O way O works O on O 110v O as O well O as O 220v O in O europe O , O we O ran O never O out O of O `` O juice O `` O . O",Nikon coolpix 4300.txt,,[]
100,"i O highly O recommend O the O accessory O kit O , O which O provides O you O with O everything O else O you O need O : O",Nikon coolpix 4300.txt,,[]
101,"a O nice O camera O bag O , O which O holds O camera O plus O all O the O cables O and O the O charger O . O",Nikon coolpix 4300.txt,,[]
102,"furher O it O contains O a O card O reader O , O a O flash O card O folder O for O up O to O 8 O cards O , O a O lense O cleaning O rag O , O and O an O ac O adapter O , O which O is O very O helpful O when O working O in O an O `` O outlet O environment O `` O . O",Nikon coolpix 4300.txt,,[]
103,"over O all O a O fantastic O very O compact O camera B-aspect , O which O made O us O experience O photography O on O a O totally O new O level O ! O",Nikon coolpix 4300.txt,camera[+3],['camera']
104,"after O reading O all O the O glowing O review O on O this O camera O , O i O went O to O my O local O camera O shop O to O try O one O . O",Nikon coolpix 4300.txt,,[]
105,i O currently O own O an O olympus O d-550 O which O takes O wonderful O outdoor O pictures O . O,Nikon coolpix 4300.txt,,[]
106,"however O , O indoor O pictures O of O subjects O more O than O a O few O feet O away O can O be O blurry O or O grainy O . O",Nikon coolpix 4300.txt,,[]
107,"anyway O , O in O the O store O , O i O tried O coolpix O 4300 O along O with O two O other O 4mp O models O minolta O dimage O s414 O , O and O panasonic O lumix O . O",Nikon coolpix 4300.txt,,[]
108,"focusing O on O a O display O rack O about O 20 O feet O away O in O a O brightly O lit O room O during O day O time O , O pictures O produced O by O this O camera O were O blurry O and O in O a O shade O of O orange O . O",Nikon coolpix 4300.txt,picture[-2],['picture']
109,pictures O produced O by O the O minolta O were O orange O but O not O blurry O . O,Nikon coolpix 4300.txt,,[]
110,pictures O produced O by O the O panasonic O were O excellent O . O,Nikon coolpix 4300.txt,,[]
111,"the O store O clerk O concluded O that O the O blurriness O may O be O caused O by O shaking O the O camera O slightly O when O i O press O the O button O , O which O is O understandable O since O this O camera O is O lighter O than O the O other O two O models O . O",Nikon coolpix 4300.txt,,[]
112,"anyway O , O i O ended O up O purchasing O the O lumix O . O",Nikon coolpix 4300.txt,,[]
113,i O 'm O sure O that O this O camera O has O all O the O wonderful O features O that O others O talk O about O . O,Nikon coolpix 4300.txt,,[]
114,"however O , O as O an O average O person O with O unsteady O hands O , O i O doubt O it O 'll O perform O well O in O lower O light O settings O . O",Nikon coolpix 4300.txt,,[]
115,i O purchased O the O nikon O 4300 O after O several O weeks O of O searching O . O,Nikon coolpix 4300.txt,,[]
116,"the O value O , O name O , O and O resolution O signed O the O lease O . O",Nikon coolpix 4300.txt,,[]
117,after O nearly O 800 O pictures O i O have O found O that O this O nikon O takes O incredible O pictures O . O,Nikon coolpix 4300.txt,picture[+3],['picture']
118,"the O digital B-aspect zoom I-aspect takes O as O good O of O pictures O , O as O the O optical B-aspect zoom I-aspect does O ! O",Nikon coolpix 4300.txt,"digital zoom[+2],optical zoom[+2]","['digital zoom', 'optical zoom']"
119,"the O inside O pics O , O can O be O a O bit O challenging O , O but O when O you O can O instantly O delete O pics O you O dont O like O , O that O are O not O focused O perfectly O , O or O need O lighting O adjustments O , O make O this O camera O very O simple O and O effective O . O",Nikon coolpix 4300.txt,picture[-2],['picture']
120,"i O love O all O of O the O features O , O and O presets O as O well O . O",Nikon coolpix 4300.txt,feature[+3],['feature']
121,"sunset B-aspect feature I-aspect takes O incredible O pics O in O the O morning O , O and O the O evening O ! O",Nikon coolpix 4300.txt,sunset feature[+3],['sunset feature']
122,the O software B-aspect you O get O with O this O camera O is O perfect O . O,Nikon coolpix 4300.txt,software[+3],['software']
123,"touchups O , O redeye B-aspect , O and O so O on O are O very O easy O to O alter O , O and O correct O . O",Nikon coolpix 4300.txt,"touchup[+2], redeye[+2]","['touchup', 'redeye']"
124,i O definately O recommend O a O large O memory O card O . O,Nikon coolpix 4300.txt,,[]
125,"i O use O a O 128mb O card O , O and O usually O get O around O 70 O to O 100 O pics O 1024-1280 O res O . O , O with O good O resolution O . O",Nikon coolpix 4300.txt,,[]
126,very O large O pics O take O 8mb O each O ! O,Nikon coolpix 4300.txt,,[]
127,"battery B-aspect life I-aspect is O good O , O although O i O recommend O two O rechargebles O , O or O a O alkaline O backup O , O for O those O emergency O pics O you O have O to O have O . O",Nikon coolpix 4300.txt,battery life[+2],['battery life']
128,"all O and O all O , O i O am O extremely O pleased O with O this O camera B-aspect . O",Nikon coolpix 4300.txt,camera[+3],['camera']
129,making O the O step O from O film O to O digital O has O been O a O great O move O . O,Nikon coolpix 4300.txt,,[]
130,i O find O myself O emailing O pics O to O everyone O i O know O . O,Nikon coolpix 4300.txt,,[]
131,"great O camera B-aspect , O great O investment O ! O",Nikon coolpix 4300.txt,camera[+3],['camera']
132,"this O is O my O second O digital O camera O , O though O i O also O use O one O at O work O and O have O some O experience O with O several O nikon O and O canon O models O . O",Nikon coolpix 4300.txt,,[]
133,"the O nikon O coolpix O 4300 O is O wonderful O -- O easy O to O use B-aspect , O high O quality B-aspect , O and O compact O in O size B-aspect . O",Nikon coolpix 4300.txt,"use[+1][u],quality[+2],size[+1]","['use', 'quality', 'size']"
134,with O an O extra O battery O and O a O couple O of O good O sized O memory O cards O you O are O all O set O for O a O day O of O picture O taking O while O on O vacation O . O,Nikon coolpix 4300.txt,,[]
135,the O auto B-aspect setting I-aspect does O a O great O job O most O of O the O time O but O there O are O manual O settings O for O those O who O want O them O . O,Nikon coolpix 4300.txt,auto setting[+2],['auto setting']
136,"if O something O were O to O happen O to O my O nikon O coolpix O 4300 O , O i O would O order O another O just O like O it O . O",Nikon coolpix 4300.txt,,[]
137,after O much O research O i O decided O on O the O nikon O coolpix O 4300 O . O,Nikon coolpix 4300.txt,,[]
138,it O has O many O great O features O and O very O few O bad O ones O . O,Nikon coolpix 4300.txt,camera[+2][p],['camera']
139,"it O takes O excellent O pics O and O is O very O easy O to O use O , O if O you O read O the O manual O . O",Nikon coolpix 4300.txt,"picture[+2],ease of use[+2]","['picture', 'ease of use']"
140,if O you O cant O get O great O pics O from O this O camera O its O because O you O havent O read O the O manual O . O,Nikon coolpix 4300.txt,,[]
141,the O only O things O i O have O found O that O i O havent O liked O is O that O the O lcd B-aspect is O hard O to O read O in O daylight O but O everyone O elses O is O too O . O,Nikon coolpix 4300.txt,lcd[-1],['lcd']
142,downloads O are O a O snap O and O quick O . O,Nikon coolpix 4300.txt,download[+2],['download']
143,controls O easy O yo O use O and O easy O to O get O to O . O,Nikon coolpix 4300.txt,control[+2],['control']
144,i O 'm O extremely O glad O i O bought O this O camera B-aspect . O,Nikon coolpix 4300.txt,camera[+3],['camera']
145,really O happy O with O this O little O camera B-aspect . O,Nikon coolpix 4300.txt,camera[+3],['camera']
146,"it O is O n't O big O and O offensive O , O though O you O would O n't O know O it O by O looking O at O the O pics O it O takes O . O",Nikon coolpix 4300.txt,size[+2][u],['size']
147,"got O it O for O christmas O , O still O learning O a O few O of O the O settings O , O but O i O do O n't O take O pictures O every O single O day O . O",Nikon coolpix 4300.txt,,[]
148,"settings O for O just O about O everything O , O beautiful O pics O and O beautiful O prints O . O",Nikon coolpix 4300.txt,"picture[+2],print[+2]","['picture', 'print']"
149,"i O expected O the O 12x O digital O zoom O to O be O grainy O , O but O onfull O size O high O to O fine O quality O , O the O zoomed O images O are O quite O impressive O . O",Nikon coolpix 4300.txt,zoomed image[+2],['zoomed image']
150,"did O buy O a O 256mb O compact O flash O , O it O holds O a O lot O of O pics O at O any O resolution O . O",Nikon coolpix 4300.txt,,[]
151,"i O only O wish O you O could O get O high O quality O tiff O images O at O all O resolutions O , O but O does O n't O seem O any O of O the O buget O cameras O do O . O",Nikon coolpix 4300.txt,,[]
152,"still O , O at O least O from O my O perspective O , O a O great O camera B-aspect for O the O money O , O and O i O 'm O a O happy O camper O ! O",Nikon coolpix 4300.txt,camera[+2],['camera']
153,this O is O a O wonderful O camera B-aspect . O,Nikon coolpix 4300.txt,camera[+2],['camera']
154,my O wife O and O i O read O and O read O and O read O reviews O on O different O cameras O for O months O . O,Nikon coolpix 4300.txt,,[]
155,in O the O end O this O is O the O one O that O we O decided O upon O and O since O have O never O had O buyer O 's O remorse O . O,Nikon coolpix 4300.txt,,[]
156,"4 O mp O gives O you O room O for O the O future O gaining O experience O ; O cost O offsets O over O time O from O wanting O more O in O a O camera O , O 3x O optical O and O the O fact O that O it O carries O nikon O 's O quality O reputation O behind O it O make O the O whole O package O prove O itself O worthwile O at O the O price O . O",Nikon coolpix 4300.txt,"4mp[+2],optical zoom[+2]","['4mp', 'optical zoom']"
157,one O neat O thing O - O i O have O taken O some O pictures O in O what O i O thought O would O be O impossible O lighting O conditions O pitch O black O rooms O - O no O problem O for O the O camera O - O rooms O looked O like O they O had O ample O lighting O . O,Nikon coolpix 4300.txt,picture[+2],['picture']
158,this O little O camera B-aspect has O created O a O marriage O between O myself O and O nikon O . O never O knew O i O could O love O a O digital O camera B-aspect so O much O . O,Nikon coolpix 4300.txt,camera[+3],['camera']
159,the O software B-aspect that O comes O with O it O is O amazing O and O the O online B-aspect service I-aspect that O comes O free O is O really O very O neat O . O clean O clear O and O well O focused O on O over O 95 O % O of O all O photos O taken O by O a O beginner O . O,Nikon coolpix 4300.txt,"software[+3], online service[+2]","['software', 'online service']"
160,100 O % O perfect O if O you O put O some O thought O and O time O into O reading O the O manual O before O you O take O the O photos O . O,Nikon coolpix 4300.txt,,[]
161,i O took O the O camera O and O just O gave O it O to O someone O . O,Nikon coolpix 4300.txt,,[]
162,no O instructions O . O,Nikon coolpix 4300.txt,,[]
163,just O point O and O shoot O and O the O photos O were O great O . O,Nikon coolpix 4300.txt,photo[+2],['photo']
164,just O imagine O if O you O place O a O bit O of O knowledge O when O you O take O your O photos O . O,Nikon coolpix 4300.txt,,[]
165,the O memory B-aspect card I-aspect fit O nicely O since O i O also O have O a O pocket O pc O and O it O automatically O installed O a O picture O software O on O my O pda O wolla O . O,Nikon coolpix 4300.txt,memory card[+2],['memory card']
166,my O pda O becames O a O digital O album O . O,Nikon coolpix 4300.txt,,[]
167,i O have O a O 128mb O card O in O it O and O can O shoot O over O 150 O hi O res O photos O . O,Nikon coolpix 4300.txt,,[]
168,"if O you O have O to O buy O a O camera B-aspect on O a O buget O , O this O has O got O to O be O the O one O . O",Nikon coolpix 4300.txt,camera[+2],['camera']
169,go O get O it O . O,Nikon coolpix 4300.txt,,[]
170,before O they O are O sold O out O ! O,Nikon coolpix 4300.txt,,[]
171,"great O camera B-aspect , O i O have O been O using O this O for O several O months O and O got O excellent O results O , O simple O friendly O usage O , O in O many O scenes O indoor O , O outdoor O , O snow O , O close O up O macro O etc O . O",Nikon coolpix 4300.txt,camera[+2],['camera']
172,i O bought O my O nikon O coolpix4300 O about O a O week O ago O . O,Nikon coolpix 4300.txt,,[]
173,this O is O my O first O digital O camera B-aspect and O i O can O say O that O i O am O quite O impressed O with O the O features O that O it O has O . O,Nikon coolpix 4300.txt,"camera[+3], feature[+2]","['camera', 'feature']"
174,it O is O easy O enough O to O use B-aspect for O a O beginner O like O me O but O it O has O plenty O of O features O for O me O to O grow O into O . O,Nikon coolpix 4300.txt,use[+2][u],['use']
175,i O particularly O like O the O way O it O aids O me O in O taking O my O macro B-aspect shots O . O,Nikon coolpix 4300.txt,macro[+2],['macro']
176,my O friends O were O impressed O with O the O quality O of O the O pictures O i O took O ! O,Nikon coolpix 4300.txt,picture quality[+2],['picture quality']
177,one O downside O though O is O that O autofocus B-aspect does O not O work O well O when O battery O is O low O . O,Nikon coolpix 4300.txt,autofocus[-2],['autofocus']
178,i O assume O this O is O the O case O for O most O cameras O since O it O does O not O have O enough O power O to O do O autofocus O . O,Nikon coolpix 4300.txt,,[]
