,text,dataset,aspect_str,aspects
72,"Even O this O , O however O , O did O not O solve O my O problems O . O",norton.txt,,[]
73,"As O of O October O , O 2004 O , O these O products B-aspect are O NOT O working O and O I O 'm O ready O to O demand O a O refund O from O Symantec O . O",norton.txt,products[-3],['products']
74,I O just O uninstalled O SystemWorks O and O Internet O Security O for O at O least O the O fifth O time O due O to O funtionality O issues O . O,norton.txt,functionality[-3],['functionality']
75,"Once O again O it O wo O n't O reinstall B-aspect , O even O with O online O and O email O assistance O from O Symantect O Technicians O . O",norton.txt,reinstall[-3],['reinstall']
76,"The O best O thing O to O do O with O this O version O , O is O to O leave O it O on O the O store O shelf O . O It O does O n't O work O , O and O will O cost O you O an O enormous O amount O of O your O time O , O not O to O mention O your O hard O earned O dollars O . O",norton.txt,version 2004[-3],['version 2004']
77,"Personally O , O I O may O never O buy O Symantect B-aspect products I-aspect again O . O",norton.txt,Symantect products[-3],['Symantect products']
78,And O that O 's O a O shame O . O,norton.txt,,[]
79,They O use O to O be O so O useful O and O neceesary O . O,norton.txt,,[]
80,No O longer O . O,norton.txt,,[]
81,Avoid O this O product B-aspect at O all O costs O . O,norton.txt,product[-3],['product']
82,Antagonising O,norton.txt,,[]
83,"There O are O some O highs O to O the O 2004 B-aspect edition I-aspect , O but O mostly O lows O . O",norton.txt,2004 edition[-1],['2004 edition']
84,"The O program B-aspect brings O more O problems O than O a O virus O , O albeit O not O as O major O problems O , O just O not O what O you O expect O for O 70 O bucks O . O",norton.txt,"program[-2], cost[-1]","['program', 'cost']"
85,"I O had O a O question O about O the O pros O and O cons O of O turning O off O the O Norton O firewall O vs. O the O windows O firewall O , O and O waited O 45 O minutes O to O speak O with O a O tech O support B-aspect representative O because O I O did O not O have O a O `` O customer O priority O ID O number O . O '' O",norton.txt,support[-2],['support']
86,"Then O when O I O went O to O Norton O 's O website O to O obtain O a O priority B-aspect ID I-aspect number O per O the O instructions O I O had O been O given O , O I O could O n't O find O a O way O to O get O one O . O",norton.txt,priority ID[-1],['priority ID']
87,"So O I O e-mailed O the O online O tech O support B-aspect with O that O simple O question O , O and O got O a O reply O which O was O totally O unresponsive O it O looked O as O though O they O did O n't O actually O read O the O e-mail O and O just O sent O back O a O few O boilerplate O paragraphs O . O",norton.txt,support[-1],['support']
88,"And O , O when O you O think O about O it O , O it O 's O insulting O that O Norton B-aspect requires O its O customers O to O jump O through O these O hoops O -- O anyone O who O can O provide O proof O of O purchase O , O whether O on O the O phone O or O online O what O if O your O computer O is O down O ? O , O should O have O equal O priority O . O",norton.txt,Norton[-3],['Norton']
89,"I O may O not O be O a O computer O expert O but O I O am O perfectly O capable O of O following O detailed O instructions O , O and O Norton O just O makes O life O way O too O hard O . O",norton.txt,,[]
90,"Plus O , O when O Norton O provided O online O updates O , O there O were O so O many O unexplained O categories O about O 15 O over O and O above O virus O definitions O",norton.txt,,[]
91,I O was O totally O baffled O . O,norton.txt,,[]
92,I O originally O had O bought O Norton O Internet O Security O for O my O laptop O after O the O preinstalled O Norton O Antivirus O trial O had O finished O . O,norton.txt,,[]
93,The O hardest O part O was O the O run O around O with O what O software O suite O to O buy O . O,norton.txt,,[]
94,This O package O contains O BOTH O Norton O Antivirus O and O Firewall O . O,norton.txt,,[]
95,The O only O reason O I O 'd O buy O them O separately O in O the O combo O package O is O for O two O liecenses O . O,norton.txt,,[]
96,If O you O want O integrated O Antivirus O and O Firewall O this O is O what O I O 'd O suggest O . O,norton.txt,,[]
97,Norton O 's O memory B-aspect usage I-aspect on O systems O with O 512 O MB O is O very O low O . O,norton.txt,memory usage[+2],['memory usage']
98,It O usually O only O takes O 5-10 O MB O 's O of O system O memory O . O,norton.txt,,[]
99,I O just O got O an O older O 866 O Mhz O system O with O 512 O PC O 133 O RAM O and O it O also O runs O fine O on O that O . O,norton.txt,memory usage[+2],['memory usage']
100,Both O the O antivirus O and O firewall O are O integrated O into O one O piece O of O software O and O they O update B-aspect together O . O,norton.txt,update[+1],['update']
101,You O wo O n't O need O to O update B-aspect your O firewall O and O antivirus O separately O or O install O two O disks O . O,norton.txt,update[+2],['update']
102,The O best O part O of O the O firewall O is O the O visual B-aspect backtracking I-aspect . O,norton.txt,visual backtracking[+3],['visual backtracking']
103,An O infected O computer O tried O to O launch O an O attack O on O mine O and O I O was O able O to O get O a O map O and O address O of O the O server O . O,norton.txt,,[]
104,"I O had O the O best O intentions O when O I O bought O this O , O I O really O did O . O",norton.txt,,[]
105,I O followed O the O instructions O to O the O letter O . O,norton.txt,,[]
106,But O it O caused O more O headaches O than O I O could O imagine O . O,norton.txt,,[]
107,Stay O away O from O this O product B-aspect ! O,norton.txt,product[-3],['product']
108,"I O do O n't O know O what O 's O happened O to O Norton O , O but O 2004 B-aspect is O absolute O garbage O . O",norton.txt,2004[-3],['2004']
109,"Apparently O , O they O ca O n't O even O fix O the O bugs O that O have O overrun O their O own O site O . O",norton.txt,,[]
110,The O customer O support B-aspect is O pathetic O . O,norton.txt,support[-3],['support']
111,I O have O found O too O many O bugs O in O Norton B-aspect internet I-aspect security I-aspect Professional O to O recommend O it O to O any O one O without O extreme O patience O and O experience O . O,norton.txt,Norton internet security[-2],['Norton internet security']
112,"Okay O , O how O can O I O say O this O nicely O ? O",norton.txt,,[]
113,This O product B-aspect is O absolutely O not O ready O for O release O . O,norton.txt,product[-3],['product']
114,"It O is O buggy O , O slow B-aspect and O basically O frustrates O the O heck O out O of O the O user O . O",norton.txt,slow[-3],['slow']
115,"I O am O an O IT O professional O and O have O used O Norton O for O years O , O but O this O product B-aspect is O a O complete O and O utter O dud O . O",norton.txt,product[-3],['product']
116,Norton O has O a O name O in O the O market O but O I O think O it O 's O only O the O name O . O,norton.txt,,[]
117,It O 's O a O rip O off O if O one O buys O Norton O Internet B-aspect Security I-aspect and O antivirus B-aspect . O,norton.txt,"Internet Security[-2], antivirus[-2]","['Internet Security', 'antivirus']"
118,The O former O hogs O memory O and O it O takes O ages O for O the O computer O to O start O . O,norton.txt,,[]
119,Nothing O spectacular O is O done O by O internet B-aspect security I-aspect or O by O antivirus B-aspect software I-aspect . O,norton.txt,"internet security[-2], antivirus software[-2]","['internet security', 'antivirus software']"
120,Even O though O I O have O the O parental B-aspect controls I-aspect off O it O constantly O starts O updating O them O then O freezes O my O computer O . O,norton.txt,parental controls[-2],['parental controls']
121,Had O to O uninstall O it O . O,norton.txt,,[]
122,"Maybe O it O 's O me O , O but O this O is O n't O my O program O . O",norton.txt,,[]
123,I O have O had O Norton O Internet O Security O for O 3 O yrs O and O up O graded O to O 2004 O versionin O August O 2004 O . O,norton.txt,,[]
124,"Now O in O October,2004 O , O the O firewall B-aspect said O I O could O n't O OK O anymore O software O to O use O the O internet O because O its O full O . O",norton.txt,firewall[-3],['firewall']
125,Im O at O full O capacity B-aspect ! O ! O ! O ! O I O called O Symantic O and O they O said O they O do O n't O know O why O but O I O should O get O Tech O 's O Support B-aspect at O $ O 35/hr O to O help O ! O ! O I O did O call O them O and O was O on O hold O for O 55 O minutes O untill O I O hung O up O ! O,norton.txt,"capacity[-3], Support[-3]","['capacity', 'Support']"
126,I O am O going O to O buy O PC-cillium O ASAP O . O,norton.txt,,[]
127,"So O , O DO O N'T O buy O this O or O upgrade B-aspect . O",norton.txt,"product[-2], upgrade[-2]","['product', 'upgrade']"
128,"If O you O currently O own O the O 2003 O version O , O and O are O looking O to O upgrade O to O the O 2004 B-aspect version I-aspect , O do O n't O . O",norton.txt,2004 version[-2],['2004 version']
129,"There O is O little O meaningful O difference O between O the O two O versions O aside O from O the O tedius O activation B-aspect process I-aspect , O and O the O product B-aspect is O currently O rather O buggy O and O has O problems O running O unless O cleanly O installed O on O a O formatted O drive O . O",norton.txt,"activation process[-1], product[-2]","['activation process', 'product']"
130,"If O you O are O new O to O the O market O and O looking O to O buy O a O symantec O software O product B-aspect , O save O yourself O some O money O and O buy O the O 2003 O version O . O",norton.txt,product[-2],['product']
131,"It O included O popup O and O ad O blockers O , O referrer O blockers O , O firewall O , O intrusion O detection O , O and O all O the O same O things O that O the O 2004 O version O includes O that O are O really O needed O . O",norton.txt,,[]
132,"This O came O PRELOADED O on O our O new O , O 2.8Mz O Pentium O 4 O 256RAM O computer O . O",norton.txt,,[]
133,"From O day O one O , O we O 've O had O hangups O , O crashes O , O glitches O , O continual O reboots O , O LONG O shutdowns O due O to O `` O ccApp.exe O '' O program O running O which O is O a O Norton B-aspect program I-aspect . O",norton.txt,Norton program[-3],['Norton program']
134,Long O reboots O due O to O Norton B-aspect taking O FOREVER O to O boot O . O,norton.txt,Norton[-3],['Norton']
135,We O constantly O got O `` O Windows O Virtual O Memory O Low O '' O error O messages O popping O up O follwed O by O ridiculous O slowdowns O and/or O crashes O . O,norton.txt,memory usage[-3],['memory usage']
136,I O do O n't O have O one O good O thing O to O say O . O,norton.txt,,[]
137,I O agree O with O the O other O reviewer O that O it O does O n't O even O deserve O 1 O star O . O,norton.txt,,[]
138,Norton O online O support B-aspect does O not O even O acknowledge O this O problem O nor O does O the O computer O company O that O preloaded O it O on O our O new O computer O . O,norton.txt,support[-2],['support']
139,It O 's O a O well-known O company O that O I O expected O more O from O and O spent O 2 O hours O with O tech O support O running O all O kinds O of O tests O on O the O computer O which O of O course O came O back O reporting O no O trouble O with O the O computer O . O,norton.txt,,[]
140,The O tests O were O right O . O,norton.txt,,[]
141,It O was O n't O the O computer O - O it O was O Norton O Internet O Security O 2004 O which O is O the O culprit O ! O ! O,norton.txt,,[]
142,Norton O support B-aspect is O completely O pathetic O . O,norton.txt,support[-3] ,['support']
143,"We O were O so O fed O up O that O we O uninstalled O ALL O of O Norton O Internet/AV O 2004 O and O were O going O to O try O McAffee O , O but O a O techie O friend O recommended O trying O Norton O SystemWorks O 2005 O first O . O",norton.txt,,[]
144,"We O were O leary O to O say O the O least O , O but O decided O to O give O Norton O the O benefit O of O the O doubt O . O",norton.txt,,[]
145,We O 'd O used O Norton O products O like O Internet O Security O 2003 O forever O with O only O rare O troubles O . O,norton.txt,,[]
146,The O SystemWorks O 2005 O seems O to O be O working O GREAT O ! O ! O,norton.txt,,[]
147,"We O 've O only O had O it O 2 O days O , O but O so O far O so O good O . O WRONG O - O SEE O UPDATE O BELOW O",norton.txt,,[]
148,I O hope O it O 's O better O than O this O hunk O of O junk O Internet/AV O 2004 O package O . O,norton.txt,,[]
149,"If O SystemWorks O 2005 O starts O to O act O up O , O I O 'm O done O with O Norton O products O forever O . O",norton.txt,,[]
150,But O I O do O n't O think O SystemWorks O 2005 O will O start O acting O up O . O,norton.txt,,[]
151,"72 O hours O later O after O installing O , O it O started O doing O the O exact O same O things O ! O",norton.txt,,[]
152,"So O , O we O 're O fed O up O . O",norton.txt,,[]
153,DO O NOT O BUY O ANY O HOME B-aspect VERSION I-aspect OF O NORTON O ANYTHING O . O,norton.txt,HOME VERSION[-3],['HOME VERSION']
154,We O were O able O to O obtain O a O Norton O Corporate B-aspect Edition I-aspect of O Antivirus O only O no O firewall O or O utilities O and O so O far O it O 's O great O . O,norton.txt,Corporate Edition[+2],['Corporate Edition']
155,I O 've O used O the O Corporate B-aspect edition I-aspect at O work O without O any O problems O ever O . O,norton.txt,Corporate edition[+3],['Corporate edition']
156,"Unfortunately O , O you O ca O n't O buy O the O corporate O edition O over O the O counter O . O",norton.txt,,[]
157,"If O we O had O been O unable O to O obtain O the O Corporate B-aspect edition I-aspect , O we O would O NOT O have O purchased O another O Norton O 2004 O or O 2005 O home B-aspect version I-aspect anything O . O",norton.txt,"Corporate edition[+2], home version[-3][cs]","['Corporate edition', 'home version']"
158,"We O 'd O have O probably O tried O McAffee O , O but O I O hear O from O reviews O that O it O has O troubles O too O . O",norton.txt,,[]
159,HMMMM.. O Good O luck O . O,norton.txt,,[]
160,"Our O Norton B-aspect Internet/AV I-aspect 2004 I-aspect was O terrible O right O from O the O get O go O , O so O I O 'd O think O that O if O SytemWorks O is O ok O now O , O it O should O remain O ok O . O",norton.txt,Norton Internet/AV 2004[-3],['Norton Internet/AV 2004']
161,I O 'll O update O my O review O if O I O find O out O otherwise O . O,norton.txt,,[]
162,WRONG O - O SEE O MY O UPDATE O ABOVE O . O,norton.txt,,[]
163,"By O the O way O , O I O use O the O Norton O 2003 O corporate B-aspect at O work O with O absolutely O no O trouble O . O",norton.txt,corporate[+3],['corporate']
164,"Likewise O , O I O 've O heard O Norton O 2004 O professional B-aspect version I-aspect is O fine O too O . O",norton.txt,professional version[+2],['professional version']
165,Just O the O home B-aspect version I-aspect of O Norton O Internet/AV O has O too O many O glitches O and O problems O to O even O remotely O bother O with O . O,norton.txt,home version[-2],['home version']
166,Trust O me O and O all O the O other O reviews O on O this O one O . O,norton.txt,,[]
167,"I O have O always O sworn O by O Norton O Anti-Virus O and O SystemWorks O products O , O and O have O used O them O both O for O years O . O",norton.txt,,[]
168,So O I O expected O the O same O level O of O quality O and O ease O of O use O with O their O Internet O Security O program O . O,norton.txt,,[]
169,"I O am O an O advanced O computer O user O , O so O I O can O not O even O imagine O how O a O new O or O novice O user O would O ever O get O this O terrible O program O to O work B-aspect ! O",norton.txt,work[-3],['work']
170,"After O installing O , O the O system O froze O trying O to O restart O this O is O a O new O computer O with O Windows O XP O Home O . O",norton.txt,,[]
171,"After O finally O restarting O , O the O `` O automatic O updates O '' O ran O . O",norton.txt,,[]
172,"When O all O was O said O and O done O , O I O could O n't O even O use O Microsoft O Outlook O . O",norton.txt,,[]
173,Seems O the O `` O program B-aspect scan I-aspect '' O feature O did O NOT O find O the O EXE O file O for O Outlook O ! O,norton.txt,program scan[-1],['program scan']
174,"It O did O find O Outlook O Express O , O but O that O 's O not O what O I O use O . O",norton.txt,,[]
175,"Before O I O managed O to O manually O add O the O program O file O , O I O contacted O Symantec O support O . O",norton.txt,,[]
176,"Like O most O of O their O solutions O which O first O blame O other O applications O for O errors O , O the O tech O persons O line O was O that O this O was O probably O a O Microsoft O error O - O it O was O NOT O . O",norton.txt,support[-2][u],['support']
177,It O was O a O Symantec B-aspect error O . O,norton.txt,Symantec[-2],['Symantec']
178,"After O a O recent O update B-aspect , O I O can O no O longer O open O more O then O 1 O browser O window O . O",norton.txt,update[-3],['update']
179,I O 've O searched O the O program O and O their O online O tech O support B-aspect worthless O and O have O found O no O solutions O . O,norton.txt,support[-3],['support']
180,"Again O , O I O tried O online O email O support O . O",norton.txt,,[]
181,They O gave O me O a O ridiculous O set O of O steps O which O included O emailing O them O screen O prints O as O PDF O files O ! O,norton.txt,,[]
182,I O use O the O program O like O most O other O people O - O in O DISABLED O mode O . O,norton.txt,,[]
183,Eventually O I O will O uninstall O this O troublesome O bug-filled O program O . O,norton.txt,,[]
184,Maybe O it O 's O time O to O explore O McAfee O products O again O ... O,norton.txt,,[]
185,"Before O installing O anything O on O your O computer O , O you O need O to O do O a O bit O of O research O before O spending O the O money O . O",norton.txt,[s],[]
186,"This O is O definitely O one O of O those O products B-aspect , O especially O as O the O company O is O leaning O more O towards O making O a O profit O . O",norton.txt,products[-1],['products']
187,I O recommended O this O for O my O father O based O on O my O experience O with O previous O versions O . O,norton.txt,[s],[]
188,I O wish O I O 'd O done O some O research O first O ... O . O,norton.txt,,[]
189,I O 've O been O using O NIS B-aspect 2004 I-aspect for O about O 2 O months O and O it O works O well O . O,norton.txt,NIS 2004[+2],['NIS 2004']
190,"Some O of O the O options B-aspect are O confusing O , O especially O when O the O popup O warnings O occur O , O but O I O 've O had O no O problems O with O intrusions O . O",norton.txt,"options[-1], intrusion[+2]","['options', 'intrusion']"
191,Norton O pops O up O a O window O about O the O intrusions O and O gives O me O as O much O detail O as O possible O about O where O the O intrusion B-aspect is O coming O from O . O,norton.txt,intrusion[+3],['intrusion']
192,The O popup B-aspect blocker I-aspect and O anti-spam B-aspect are O bonuses O . O,norton.txt,"popup blocker[+2], anti-spam[+2]","['popup blocker', 'anti-spam']"
193,"Product B-aspect is O OK O ; O however O , O despite O the O fact O that O I O followed O the O rebate O instructions O explicitly O , O I O am O being O denied O the O rebate O because O the O processing O agency O incorrectly O claims O I O did O not O send O in O proof O of O ownership O of O a O previous O Product B-aspect . O",norton.txt,"Product[+1], instruction[-1]","['Product', 'instruction']"
194,Not O much O recourse O for O the O consumer O in O these O cases O . O,norton.txt,,[]
195,I O did O n't O have O any O major O problems O installing B-aspect this O software O . O,norton.txt,nstalling[+1],['nstalling']
196,"The O only O problem O I O had O was O a O few O components B-aspect did O n't O quite O load O correctly O upon O startup O , O but O a O reboot O fixed O the O problem O . O",norton.txt,components[-1],['components']
197,"I O had O NIS O 2003 O and O was O very O happy O with O it O ; O this O new O version O really O does O n't O seem O to O offer O a O lot O of O exciting O new O features O , O seems O merely O the O same O as O 2003 O dressed-up O to O look O like O a O new O version O . O",norton.txt,,[]
198,"Anyhow O , O this O software O is O working B-aspect fine O and O no O problems O since O I O installed O it O two O weeks O ago O . O",norton.txt,working[+2],['working']
199,I O give O it O 4-stars O only O because O the O installation B-aspect process O - O or O rather O problems O that O may O surface O during O the O installation B-aspect process O - O can O be O frustrating O to O the O average O computer O user O . O,norton.txt,installation[-1],['installation']
