,text,dataset,aspect_str,aspects
97,"Great O Design B-aspect -- O Very O sleek O and O touch O wheel O has O still O never O been O successfully O copied O vertal O ones O are O the O only O competition O ; O and O now O the O wheel O clicks O , O taking O away O a O lot O of O headaches O from O 3rd O gen O and O very O navigable O in O the O menus O . O",ipod.txt,Design[+3],['Design']
98,"Good O sound B-aspect -- O Plays O very O nicely O , O even O though O the O stock O headphones O are O kind O of O weak O Durable B-aspect -- O not O the O most O Durable B-aspect because O its O mostly O plastic O , O but O very O compact B-aspect and O sturdy O",ipod.txt,"sound[+2],Durable[+2],compact[+1]","['sound', 'Durable', 'compact']"
99,"Games B-aspect -- O not O really O important O , O but O existant O",ipod.txt,Games[+1],['Games']
100,"Hold B-aspect Button O -- O suprisingly O not O all O MP3s O have O this O ; O this O allows O you O to O have O all O the O buttons O unusable O , O so O that O you O do O n't O accidently O hit O something O in O your O pocket O . O",ipod.txt,Hold[+1],['Hold']
101,Cons O : O No O AM/FM O Radio B-aspect Tuner I-aspect -- O Something O a O large O number O of O competetors O are O doing O,ipod.txt,Radio Tuner[-2],['Radio Tuner']
102,3 O No O Voice B-aspect Recorder I-aspect -- O this O has O also O become O an O important O and O popular O feature O that O the O iPod O unfortunately O does O n't O have O . O,ipod.txt,Voice Recorder[-2],['Voice Recorder']
103,"No O Memory B-aspect Stick I-aspect slots I-aspect -- O Although O a O rare O feature O , O it O would O be O nice O to O have O extra O storage O , O not O that O it O needs O it O Built-in O Lithium O Battery B-aspect -- O A O huge O hassle O to O bring O this O back O ; O draining O the O Battery B-aspect once O you O get O it O helps O , O but O removable/replaceable O ones O are O a O lot O more O convenient O",ipod.txt,"Memory Stick slots[-2],Battery[-2]","['Memory Stick slots', 'Battery']"
104,". O iTunes B-aspect -- O this O is O a O love-hate O relationship O program O ; O usually O people O with O Mac O like O this O program O than O people O with O a O PC O , O but O depending O on O your O computer O expertise O , O this O could O be O a O difficult O program O to O use O , O and O it O is O required O for O an O iPod O . O",ipod.txt,iTunes[+1],['iTunes']
105,"No O inbox O accessories B-aspect -- O An O arm O strap O , O belt O strap O , O case O , O or O anything O would O be O nice O , O but O nope O ... O Moveable O parts O -- O This O makes O me O almost O want O to O keep O my O 3rd O gen O over O a O 4th O ; O with O moveable O parts O , O its O easy O to O damage O an O iPod O at O a O gym O , O so O this O is O for O more O casual O listeners O ; O note O the O iPod O Mini O does O n't O have O moveable O parts O and O is O made O of O titanium O . O",ipod.txt,accessories[-1],['accessories']
106,"Comments O : O Overall B-aspect this O is O still O a O great O value O , O but O is O kind O of O overrated O in O the O sense O that O there O are O beater O deals O on O the O market O . O",ipod.txt,Overall[+1],['Overall']
107,"A O lot O of O people O go O for O the O iPod O because O of O its O reputation O , O but O if O you O honestly O shop O around O and O check O out O the O reviews O on O Cnet O and O things O like O that O , O you O can O find O a O better O 20GB O HD O MP3 O player O . O",ipod.txt,,[]
108,"This O is O definately O worth O the O money O to O have O , O but O certain O aspects O of O it O does O n't O make O it O the O best O . O",ipod.txt,,[]
109,Get O an O ARCHOS O Gmini400 O instead O If O you O are O doing O your O research O and O thinking O whether O iPod O is O right O for O you O ... O give O the O ARCHOS O Gmini400 O a O look O . O,ipod.txt,,[]
110,I O returned O my O 20G O iPod O 7 O months O ago O and O got O a O Gmini O instead O . O,ipod.txt,,[]
111,A O sound O decision O and O a O happy O customer O right O here O ! O,ipod.txt,,[]
112,I O look O at O iPod O owners O today O and O quietly O feel O sorry O for O them O . O : O They O just O did O n't O know O about O the O ARCHOS O gmini400 O . O,ipod.txt,,[]
113,"The O Gmini O is O like O an O iPod O VIDEO O , O PHOTO O , O GAME O , O MUSIC O , O all O into O ONE O and O it O is O exactly O the O same O size O as O the O iPod O ... O and O you O can O play O any O MP3 O directly O and O fresh O from O the O NET O ... O oh O yeah O , O even O audio O books O , O anything O ! O",ipod.txt,,[]
114,"It O 's O a O plug O n O play O device O , O recognized O as O MASS O STORAGE O DEVICE O on O any O windows O xp O computer O . O",ipod.txt,,[]
115,No O need O to O install O the O iTunes O . O,ipod.txt,,[]
116,Versatile B-aspect and O stylish O . O,ipod.txt,Versatile[+2],['Versatile']
117,"I O had O a O Casio O unit O , O which O had O given O great O service O , O and O would O have O been O happy O to O get O another O one O , O but O was O tempted O by O the O iPod O 's O sleek O design B-aspect , O storage O capacity B-aspect , O connection O options- O - O firewire O and O USB O , O and O its O integration O with O iTunes B-aspect . O",ipod.txt,"design[+2],capacity[+2],connection options[+2],iTunes[+2]","['design', 'capacity', 'connection options', 'iTunes']"
118,"The O battery B-aspect issue O is O superficially O a O concern O , O but O any O reasonable O solder-jockey O such O as O myself O : O - O can O pop O in O a O new O one O when O the O time O comes O based O upon O the O plentiful O info O gained O from O a O google O for O 'ipod O battery B-aspect replacement O ' O . O",ipod.txt,battery[-1],['battery']
119,The O controls B-aspect and O the O menus O are O clearly O displayed O and O easily O fathomed O,ipod.txt,controls[+2],['controls']
120,"And O it O 's O easily O connected O to O a O Linux O or O FreeBSD O machine O for O loading O and O unloading O files O , O so O I O can O also O retire O my O ZIP O drive O . O",ipod.txt,,[]
121,"The O iPod B-aspect is O a O very O nice O product O , O which O given O reasonable O care O , O should O give O a O lot O of O service O . O",ipod.txt,iPod[+2],['iPod']
122,Still O not O so O sure O about O this O one O ... O,ipod.txt,,[]
123,"First O , O let O me O say O that O I O got O the O 20gb O iPod B-aspect for O Christmas O , O and O I O most O likely O would O not O have O spent O the O $ O 300 O myself O . O",ipod.txt,iPod[-1],['iPod']
124,"So O far O , O in O the O month O that O I O have O had O it O , O I O have O had O to O take O it O in O for O service O twice O . O",ipod.txt,,[]
125,"This O is O a O hassle O , O of O course O , O but O I O 'm O not O sure O if O the O problems O are O to O blame O on O poor O construction O , O cold O weather O , O or O misuse O by O yours O truly O . O",ipod.txt,,[]
126,"In O addition O , O I O do O not O think O the O battery B-aspect lasts O much O more O than O eight O to O ten O hours O , O and O it O can O take O four O hours O for O a O full O charge O . O",ipod.txt,battery[-2],['battery']
127,"Again O , O another O hassle O . O",ipod.txt,,[]
128,"To O be O sure O , O I O am O not O looking O forwards O to O paying O for O the O battery O replacement O , O whenever O that O may O come O . O",ipod.txt,,[]
129,But O enought O of O the O negativity O . O,ipod.txt,,[]
130,"I O have O about O 6 O gb O used O on O my O iPod O so O far O well O over O 1000 O songs O , O and O as O far O as O I O can O tell O , O all O of O them O play O at O near-cd O quality B-aspect . O",ipod.txt,quality[+2],['quality']
131,"Sound O quality O is O more O dependant O on O the O quality O of O the O original O source O and O of O the O unit O used O to O broadcast O headphones O , O stereo O , O etc O . O",ipod.txt,,[]
132,"Other O than O the O fact O that O one O ca O n't O delete O a O file O directly O from O the O iPod O , O the O interface B-aspect is O excellent O and O mind-numbingly O simple O to O use B-aspect . O",ipod.txt,"interface[+2], use[+3]","['interface', 'use']"
133,Someone O wrote O that O they O have O n't O been O able O to O upload O songs O from O burned O cds O ; O I O have O not O found O this O to O be O so O . O,ipod.txt,,[]
134,"I O have O several O hundred O songs O from O burned O albums O , O at O they O all O worked O fine O . O",ipod.txt,,[]
135,"As O for O iTunes B-aspect , O I O do O n't O find O it O to O be O as O good O as O the O Windows O Media O Player O as O a O computer O mp3 O player O , O but O it O is O good O enough O . O",ipod.txt,iTunes[+1],['iTunes']
136,"I O have O n't O used O it O to O purchase O any O files O , O so O I O do O n't O know O about O that O . O",ipod.txt,,[]
137,"All O in O all O , O it O does O what O it O is O supposed O to O do O with O minimal O frustration O . O",ipod.txt,,[]
138,"In O conclusion O , O I O gave O the O iPod B-aspect a O 4/5 O because O anything O this O expensive O should O would O work O just O about O flawlessly O . O",ipod.txt,iPod[+2],['iPod']
139,"In O the O end O , O I O have O n't O used O it O long O enough O to O say O that O it O is O worth O the O extra O money O . O",ipod.txt,,[]
140,"Do O your O research O before O you O buy O it O , O and O especially O talk O to O other O owners O . O",ipod.txt,,[]
141,i O 've O had O a O beastly O experience O from O trying O to O buy O an O ipod O from O circuit O city O . O,ipod.txt,,[]
142,"when O i O got O the O ipod O , O i O slid O the O box O out O of O its O sheath O and O the O whole O thing O tumbled O out O ! O",ipod.txt,,[]
143,simply O put O somebody O had O already O opened O the O box O earlier O ! O,ipod.txt,,[]
144,the O packing O inside O was O in O tatters O . O,ipod.txt,,[]
145,i O didnt O touch O the O product O . O,ipod.txt,,[]
146,i O called O circuit O city O and O complained O that O they O had O sent O me O an O already O opened O box O . O,ipod.txt,,[]
147,they O initially O told O me O that O i O would O have O to O ship O it O back O to O them O on O my O own O cost O . O,ipod.txt,,[]
148,then O when O i O argued O with O them O they O told O me O that O they O would O pick O it O up O . O,ipod.txt,,[]
149,a O week O passed O but O it O was O never O picked O up O . O,ipod.txt,,[]
150,the O when O i O called O they O said O they O werent O responsible O for O open O packages O because O they O couldnt O verify O it O being O open O when O i O received O it O why O else O would O i O want O to O return O it O if O not O for O this O ? O if O the O product O was O defective O i O would O have O complained O so O and O that O if O i O returned O it O i O would O have O to O pay O a O 15 O % O restocking O fee O ! O i O 'm O at O my O wits O end O with O this O company O . O,ipod.txt,,[]
151,buyers O BEWARE O ! O,ipod.txt,,[]
152,There O 's O got O to O be O a O better O solution O ... O,ipod.txt,,[]
153,"I O bought O my O IPOD O roughly O six O months O ago O , O and O I O 've O been O pretty O disappointed O so O far O . O",ipod.txt,,[]
154,*The O ipod O is O overly O sensitive B-aspect to O just O about O everything O and O gets O scratched O easily O . O,ipod.txt,sensitive[-2],['sensitive']
155,You O must O buy O some O sort O of O protective O case O unless O you O want O your O ipod O to O look O like O some O crazed O animal O with O ten O inch O nails O attacked O it O . O,ipod.txt,,[]
156,The O Battery B-aspect does O not O last O 12 O hours O . O,ipod.txt,Battery[-1],['Battery']
157,"Like O I O said O , O I O 've O had O my O ipod O for O six O short O months O and O I O 'd O estimate O the O battery O life O to O be O about O four O hours O at O the O most O . O",ipod.txt,,[]
158,It O seems O to O deteriorate O every O time O I O use O it O . O,ipod.txt,,[]
159,"You O ca O n't O change O the O battery B-aspect , O so O I O do O n't O know O what O I O 'm O going O to O do O in O a O year O or O so O . O",ipod.txt,battery[-2],['battery']
160,"* O You O ca O n't O turn O the O volume B-aspect up O very O high O , O but O I O think O this O might O be O for O health O reasons O . O * O",ipod.txt,volume[-1],['volume']
161,"My O ipod O freezes B-aspect occasionally O , O which O is O especially O annoying O when O you O 're O in O the O middle O of O a O game O of O `` O brick O . O '' O * O",ipod.txt,freezes[-1],['freezes']
162,"If O you O call O apple B-aspect and O tell O them O your O ipod O has O been O damaged O , O they O charge O you O roughly O $ O 105.50 O per O minute O and O blame O you O for O `` O abusing O '' O your O ipod O . O",ipod.txt,apple[-2],['apple']
163,The O user O support B-aspect service I-aspect is O n't O too O great O either O . O,ipod.txt,support service[-2],['support service']
164,Buyer O beware O ! O,ipod.txt,,[]
165,Everything O I O Wanted O ! O The O Apple O iPod B-aspect has O become O one O of O the O most O sought-after O electronic O gadgets O - O and O for O good O reason O . O,ipod.txt,iPod[+2],['iPod']
166,"Its O sleek O design B-aspect , O large O memory O capacity B-aspect , O compatibility O with O iTunes B-aspect , O and O ease O of O use O makes O this O one O of O the O best O portable O digital O listening O devices O on O the O market O . O",ipod.txt,"design[+2],capacity[+2],iTunes[+2]","['design', 'capacity', 'iTunes']"
167,"Unless O you O have O an O enormous O music/audio O book O library O , O the O 20 O GB O model O should O have O more O than O adequate O storage O capacity B-aspect , O with O a O stated O ability O to O hold O 5000 O songs O . O",ipod.txt,capacity[+2],['capacity']
168,"At O an O average O of O 14 O cuts O per O CD O , O that O 's O over O 350 O CD O 's O . O",ipod.txt,,[]
169,"This O version O does O not O come O with O a O dock O , O although O it O can O be O added O later O as O an O accessory O . O Y O",ipod.txt,,[]
170,"You O can O use O it O to O listen O to O music O or O audio O books O , O either O downloaded O via O the O internet O or O added O to O your O music O library O using O your O CD O drive O . O",ipod.txt,,[]
171,"Features O : O click O wheel B-aspect to O navigate O ; O ability O to O work O with O Windows O or O Mac O ; O optional O backlighting B-aspect you O can O have O it O on O all O the O time O , O or O have O it O shut O off O to O save O battery O power O after O 5 O , O 10 O , O or O 20 O seconds O ; O ability O to O download O PDA O info O ; O automatic O or O manual O download O from O iTunes B-aspect when O iPod O is O plugged O into O your O computer O . O",ipod.txt,"wheel[+2], backlighting[+2],iTunes[+2]","['wheel', 'backlighting', 'iTunes']"
172,"There O 's O even O an O equalizer B-aspect under O `` O settings O '' O that O allows O you O to O adjust O the O sound O for O acoustic O , O bass O booster O , O bass O reducer O , O classical O , O dance O , O `` O deep O '' O , O and O electronic O . O",ipod.txt,equalizer[+2],['equalizer']
173,"With O accessories B-aspect , O you O can O make O the O iPod O into O a O digital O recorder O , O broadcast O it O remotely O through O stereo O speakers O using O wireless O technology O , O and O play O it O through O your O car O speakers O using O either O a O CD O adaptor O or O FM O stereo O broadcaster O . O",ipod.txt,accessories[+1],['accessories']
174,"The O iPod O comes O formatted O for O the O Mac O , O but O within O seconds O of O plugging O it O into O a O PC O , O is O automatically O reformatted B-aspect for O Windows O . O The O HP O version O comes O with O Windows O formatting O , O and O takes O seconds O to O change O to O Mac O . O Although O the O iPod O can O be O changed O from O one O format O to O another O , O you O will O lose O all O of O your O music O and O data O when O doing O so O . O",ipod.txt,reformatted[-2],['reformatted']
175,Both O platforms O work O seamlessly O with O the O iPod O . O,ipod.txt,,[]
176,"The O box O comes O with O iPod O , O ear O buds O , O iTunes O and O iPod O software O , O USB O 2.0 O and O FireWire O cables O , O and O a O home O charger O . O",ipod.txt,,[]
177,You O will O need O a O computer O with O a O six-pin O FireWire O or O USB O 2.0 O port O USB O 1.1 O,ipod.txt,,[]
178,"For O Mac O owners O , O you O 'll O need O Mac O OS O X O 10.1.5 O or O later O 10.3.4 O or O later O is O recommended O and O your O machine O must O have O the O appropriate O ports O built-in O . O",ipod.txt,,[]
179,"PC O users O must O have O a O processor O of O 500 O MHZ O or O faster O , O Windows O 2000 O with O Service O Pack O 4 O or O later O or O Windows O XP O , O with O the O ports O either O built-in O or O expanded O with O a O card O . O",ipod.txt,,[]
180,ITunes B-aspect can O be O downloaded O from O the O enclosed O CD O or O for O free O from O the O Apple O site O . O,ipod.txt,ITunes[+2],['ITunes']
181,"Since O nothing O is O perfect O , O the O iPod O does O have O some O disadvantages O , O such O as O its O reliance O on O iTunes O to O download O music O if O you O hate O iTunes O , O do O n't O buy O an O iPod O ! O . O",ipod.txt,,[]
182,"Because O it O is O a O hard O drive O , O it O has O moving O parts O unlike O other O MP3 O players O , O perhaps O making O it O more O prone O to O catastrophic O damage O . O",ipod.txt,,[]
